file_path,device,acquisition,rows,columns,issues
C:\Users\gonba\PrevOccupAI_plus_Data\data\group4\sensors\LIBPhys #007\2025-10-15\MVC\StudioData_007_84FD27E506E8_20251015_095255_OSCompatible.txt,mBAN_right,MVC,7837,2,short-recording: Recording has 7837 samples (< 8000).
