subject_id,group,device_num,side,device_label,mac_address,date,session_label,fs_hz,duration_s,mean_percent_mvc,max_percent_mvc,min_percent_mvc,iemg_percent_seconds,apdf_p10,apdf_p50,apdf_p90
107,4,#007,left,mBAN_left,588E81A24A2B,2025-10-15,12-00-01,1000,1193.211,2.0501358468898347,32.94640110217247,0.729751749023945,2446.235617662488,0.9089148192750511,1.2832669778418773,3.7743930440182845
107,4,#007,left,mBAN_left,588E81A24A2B,2025-10-15,14-30-00,1000,1193.345,3.829019888577085,44.28463857028754,0.758194588352288,4569.333727568988,0.9742669830440032,1.4520773049900686,9.329550674789882
107,4,#007,left,mBAN_left,588E81A24A2B,2025-10-15,15-30-00,1000,1104.594,3.63144591800859,77.76267194644724,0.7620474620312938,4011.2706505496335,1.0804747120948401,2.635267625583438,6.527188326347319
107,4,#007,left,mBAN_left,588E81A24A2B,2025-10-16,11-30-00,1000,1189.85,3.303450440665457,37.027109221291674,0.43669597123761694,3930.6077886738403,0.5654976539236125,0.8718608648040087,8.748756074685584
107,4,#007,left,mBAN_left,588E81A24A2B,2025-10-16,12-30-00,1000,1133.636,2.2824918088090724,37.035236507278576,0.4136350949276098,2587.5117923250955,0.5423294256999331,0.969735370480737,5.4975712057255235
107,4,#007,left,mBAN_left,588E81A24A2B,2025-10-16,14-30-00,1000,1126.823,2.419783661100764,34.1059466500648,0.44400258057907893,2726.664073863957,0.5927045562703614,0.7066378900158035,7.074031021969384
107,4,#007,left,mBAN_left,588E81A24A2B,2025-10-16,15-30-00,1000,1193.384,3.154770973107175,38.75445700705194,0.41798590003331104,3764.8473791228903,0.5600801099978753,1.81358826729578,7.3278166703899
107,4,#007,right,mBAN_right,84FD27E506E8,2025-10-16,11-30-00,1000,1190.974,4.024895040201739,42.872697889139786,0.642915995798278,4793.541555254139,0.7857991540370363,2.688342621885246,8.550904439978565
107,4,#007,right,mBAN_right,84FD27E506E8,2025-10-16,12-30-00,1000,1166.122,1.8830975605094125,25.93476225054833,0.6078897597852626,2195.920329646385,0.773327105158546,0.9136114543303846,4.687238886545264
107,4,#007,right,mBAN_right,84FD27E506E8,2025-10-16,14-30-00,1000,1197.341,1.8252962791224592,42.81074520057493,0.6081829962758388,2185.500767241466,0.7918412895686693,0.9190631221021144,4.4241325346055485
107,4,#007,left,mBAN_left,588E81A24A2B,2025-10-17,09-00-00,1000,1103.263,1.8507491551087514,27.746638009392218,0.5259634396044468,2041.8620776438281,0.6818772764812014,1.049533189276654,3.662351728780844
107,4,#007,left,mBAN_left,588E81A24A2B,2025-10-17,10-30-00,1000,1119.761,2.8687061656950323,46.510169298916374,0.5169497195126302,3212.2612399315167,0.7743308077221119,1.679946996570076,6.335348542092688
107,4,#007,left,mBAN_left,588E81A24A2B,2025-10-17,12-00-00,1000,1192.062,2.545187306700257,32.83837800925666,0.5566957443837754,3034.0166857666795,0.758042842985026,1.4407323926533018,5.650653993828817
107,4,#007,left,mBAN_left,588E81A24A2B,2025-10-17,13-30-00,1000,1122.866,4.326973110077606,33.80714615174723,0.5646230682778215,4858.6075788099515,0.7484032056539046,2.9320023629949308,10.683859247420575
107,4,#007,right,mBAN_right,84FD27E506E8,2025-10-17,09-00-00,1000,1196.313,1.1087858587241928,15.677505879685333,0.6636005528573903,1326.4540382245482,0.80443688312371,0.8915373781035719,1.4010420878126892
107,4,#007,right,mBAN_right,84FD27E506E8,2025-10-17,10-30-00,1000,1144.3,1.753941890851645,21.494329607468575,0.6638689990615548,2007.0344762149912,0.8587267157017141,1.1180914632894998,3.5995894367054206
107,4,#007,right,mBAN_right,84FD27E506E8,2025-10-17,12-00-00,1000,1186.892,1.6931235068938424,15.470479022627092,0.7182760404565997,2009.5536656638203,0.8971869596319999,1.3295710800076925,2.9671568421882384
